Time,Solar_Output,Wind_Output
246,266.54987641590515,107.54339400664678
247,252.50546888390437,183.7915381665541
248,234.6670767426288,278.4003388907115
249,476.54542402810966,224.4120668699978
250,340.4981710960956,291.8472693117946
251,173.9116045664955,227.34031365708316
252,391.7861947054776,96.13392482648779
253,512.2156197012633,-1.6677605258187782
254,403.2465260551147,211.9047009343672
255,148.06300340459865,182.88588269190677
256,251.57659271337485,121.84434084944942
257,426.69111491866227,63.94982002788976
258,229.23305343812194,141.22054292218326
259,344.38194281462285,184.44068121081793
260,377.4634053429337,253.27022589651122
261,207.30695284219172,215.0904865254384
262,294.04746439382,328.6453797738183
263,-24.12673400690727,117.15167551636846
264,197.561235866571,270.48471136459466
265,274.743184860684,203.78389945029824
266,175.22168180351505,255.57352992948677
267,463.24113039316353,165.07881093875653
268,156.98586220393673,285.73442991124716
269,255.99555133030162,223.6179806676194
270,313.07405772860915,145.64440120658006
271,444.1273289066115,199.03807768694494
272,156.41378488205606,180.83553128503203
273,416.31637521549595,239.1342680510235
274,301.0233061019587,105.61786005003931
275,201.8491348952049,197.65186383074445
276,346.2103474263271,231.62458021194647
277,319.905969557347,202.64186457544267
278,239.97831228412053,307.75529955111966
279,306.9802084990019,261.9218219256842
280,261.468640313824,199.40153626074027
281,311.3517345251248,217.33512779981385
282,366.21306745210467,223.65324411855997
283,458.6016816145352,232.26396833334593
284,176.21845011731511,53.947360346831374
285,513.3033374656267,175.87789633845222
286,104.79122004774982,81.2448745445259
287,284.82149049644164,302.2624757967589
288,358.83172064845763,195.13203839976578
289,328.0991867735033,184.5327240256302
290,237.73004801794062,271.7437865626588
291,279.1877749642725,233.78598379598998
292,250.69990653411674,109.70923884966342
293,241.06352430557885,194.32757099781048
294,384.9602097021025,173.18664214188922
295,335.7015485965047,60.43736891151568
296,230.70904047393458,144.77790134102364
297,389.95998754332504,185.31677423868274
298,330.72995208766093,190.8039254806526
299,381.28621188389604,81.4214861058153
300,362.96288419236123,292.13324664379803
301,217.10049890779277,191.8317552886849
302,243.98189598030305,203.00424613284503
303,374.7293605123262,232.05133106718694
304,361.0370265433465,136.9538996877063
305,297.90984060358517,236.5084778506157
306,311.7327383308782,170.63402831854535
307,427.7664895788425,128.27315674822466
308,240.842861116417,245.87579946843192
309,354.7097381170038,319.3339087041446
310,279.78073475661057,257.9863498788665
311,278.23187967727796,273.8382052112345
312,409.877685198719,158.34955147501609
313,382.54163489880295,72.19042166652349
314,381.35096360006384,319.2110017679873
315,430.54788071543294,364.3611911523808
316,302.1003841632759,323.42454190157457
317,368.1952971294964,173.13712488162003
318,268.9733243406544,107.62925290169247
319,332.4166352488442,114.74538417443468
320,286.98569456323156,65.3013945908761
321,309.6995964992718,191.40971052719638
322,359.51570254369136,328.45423664659637
323,218.17793167665275,188.66698945022054
324,509.238727568546,224.18583202786198
325,199.3982618500298,310.0477571443367
326,178.58113872122678,167.67237505340802
327,415.8110873500068,362.8425165375676
328,379.1662693962936,359.3675525997963
329,362.4119817052155,189.51109290556138
330,362.834550926428,153.79725887846297
331,298.77532271530856,255.77904371122503
332,210.27456285141685,172.19800459849137
333,307.5804558193726,107.47558263461309
334,232.28382884878883,302.49909228183844
335,397.5119733417751,297.3157909821664
336,285.29426184978615,212.44092830108485
337,217.45028032074885,98.97081970174577
338,267.86141583470067,101.6378999026091
339,341.2931454275624,208.5783430735322
340,243.62754471960253,160.0103172395974
341,217.77796044335685,172.71256542867135
342,324.36872114919123,281.7570524048003
343,324.49665711087226,258.65434539380465
344,249.30568246288703,310.251414439809
345,252.89616943816773,120.7501421298194
346,323.20499373576365,172.54467450506303
347,155.19156585026758,260.718535636809
348,159.25362256234447,235.84626728103134
349,228.1555778747564,322.59043060700975
350,278.6552848288153,233.64293647232554
351,331.09075655980047,347.84872832844417
352,447.53562169495524,243.20142413785126
353,385.76596232020194,284.9733958070928
354,284.0061470036573,174.11880425724343
355,298.0983792097311,201.14297695071912
356,199.74706353621912,272.87555230715805
357,298.148686400761,329.0382536474443
358,271.1341361079862,258.33895594486023
359,332.27185603380894,193.34625824523044
360,217.2769056447677,310.1868023622674
361,351.93465142411725,24.64170749760953
362,453.2738913002578,86.22123987945011
363,289.12398515431425,254.53073789347113
364,340.17117220989417,201.12866850025
365,369.0143991711112,248.44109208993322
366,259.8779528114164,205.15260179455535
367,322.4092481810417,245.67565556830982
368,301.25924007817946,134.84777432054474
369,309.7676098548832,245.63888688637525
370,222.69902161445336,279.55316225660675
371,302.4510174258943,297.6440483144986
372,349.799829124545,361.08434357189594
373,445.1143607795042,219.52787548019091
374,395.92708260852066,221.91288694777433
375,515.3182457511557,78.14620286609218
376,223.26524371119507,157.48708790892601
377,387.23206367206785,184.553434079471
378,318.3342005738352,284.0255641821084
379,518.9802933217672,151.11991007282967
380,219.17017146448484,263.7072015799066
381,216.0278157819224,199.8702626429296
382,240.06073545559778,185.82655079081906
383,87.61042756901932,219.91151753066052
384,247.4244978319239,168.70749021977258
385,224.0867338446302,165.67702015258675
386,315.03937864762077,63.61712753679083
387,334.17559757771596,180.16366341376883
388,487.61708392158863,161.6025483081019
389,395.042383818605,158.72152085207364
390,242.3096344337597,233.3498450072032
391,210.1585328651642,252.69055622324078
392,349.19191715065057,218.57556037138622
393,167.9766792979358,279.63321523595795
394,483.14587658543536,246.04495406642923
395,417.9440120721287,176.39550481554863
396,253.08243478952951,162.9714971428496
397,128.68654709091226,225.0257789413477
398,435.3872374165413,245.90136879215208
399,288.5460154747382,311.82754456251985
400,423.7816311973462,295.29384359520765
401,140.5572341205633,156.68215947942647
402,240.06249770462273,191.83949758981908
403,300.5243699718183,253.6814243934216
404,304.6980593764742,285.4398222447178
405,254.99345285207562,275.11755749638337
406,362.2849932347499,194.88977337349226
407,193.23795706174056,99.67818780571868
408,285.76205149787063,120.0850899003527
409,312.02956317118986,221.81068114555313
410,351.4438834058749,227.37804635394764
411,371.161487808889,112.10565012524921
412,187.53579081621308,203.56556887114172
413,146.58858292643777,250.49794855774266
414,427.7676821898509,107.90186739942847
415,333.23140119795914,288.39977614435315
416,225.15134634434463,169.797508115214
417,455.1151975522523,300.60904900613207
418,311.56746342928585,157.32380433792798
419,417.9297184063827,117.86996136926568
420,306.7518481410109,163.34904081266245
421,506.0747924881987,192.3881501538144
422,475.5340842443204,168.92160745828153
423,275.10358515209265,182.71988627415092
424,397.1570950954355,226.71721197409522
425,364.5375949585148,186.30565041628805
426,436.8631557532349,194.71100848383944
427,203.50765394198956,63.26188806379233
428,368.6051459998439,231.33584128083783
429,405.84244868495875,192.86373618466655
430,124.12605135768857,328.82343843862964
431,181.6741487334225,124.83478661968334
432,96.07678222398994,55.336373720038836
433,273.0593165555442,249.44547951440336
434,371.7542255795962,227.72216146504005
435,450.23570520960277,119.32535835750834
436,307.40947804197754,77.62008359967268
437,462.8615545571292,322.9917384547432
438,161.98985417851085,313.12883124854255
439,129.66175606448454,1.0034593035096577
440,294.4452301103381,163.34215765947994
441,338.40654489393074,333.13536438271194
442,296.7305251905907,161.91499537777065
443,93.25578999601234,160.75102127786778
444,291.08799604872115,177.37925378965053
445,169.55304994951467,110.32824209854725
446,366.9672548830039,63.61794046175646
447,336.65982460968485,284.2037848587799
448,206.01202136726448,52.565047500185955
449,248.61330826633065,219.78171616870048
450,194.07864781110484,270.92635942061196
451,293.7320902726828,83.90189608790733
452,395.51423205012384,126.05852779239427
453,201.42739536644564,297.05433507132716
454,350.40465155178447,242.6313376181632
455,246.9742381627559,150.61714344968902
456,220.71271677376558,296.1799202688937
457,289.29696400454424,296.5228578763442
458,196.4757677580626,221.52421544125656
459,244.6350694652818,127.98718177010697
460,180.21221074111514,166.92410372225638
461,496.47251329163896,222.9109395164312
462,303.52635519717285,184.91241366820094
463,230.02744920074144,275.1165742587881
464,321.3979910734222,77.61807359125311
465,288.76719503091704,80.4589176747009
466,277.9030400466777,214.46968891859458
467,361.4166700043425,160.67644689544764
468,375.7507710047305,149.83611082418074
469,246.94988523894725,58.555462466048226
470,242.418175935532,201.56366758385454
471,272.4948302848356,195.77959135993873
472,69.80788352644151,252.27831855613925
473,148.48089378014478,205.51249064967777
474,436.68742674445247,189.39167374076027
475,464.49677135012837,294.16005094322696
476,275.09639604436217,95.00261572411601
477,357.6556963055766,242.9111375078061
478,331.1250154543536,66.3082268163721
479,607.8880808455237,132.9310495999354
480,411.9574911434577,102.9874293901349
481,287.20824085192334,262.55540283615346
482,204.44595593995743,194.76718131236848
483,139.35536797424274,198.91974043256187
484,320.3463635867223,111.46136098164392
485,224.36492547156968,176.02452032536885
486,157.77462904023258,138.92277573527107
487,235.34271157574733,230.67640118833728
488,191.8451996385605,120.71270917347091
489,468.71416350725644,306.3835492164061
490,388.16397569494507,65.95356403007244
491,299.20273586833827,135.4784134034751
492,447.99441388900254,334.17604079728767
493,307.7368307647618,165.18890016303726
494,213.87157986717364,94.80970684764705
495,452.3124077269657,217.5257250030135
496,353.8910043684659,161.96862062283662
497,196.27538456735437,133.13037955053554
498,280.9661321916392,112.3303351361026
499,212.43817466152427,421.4698884500755
500,161.7200269035664,179.8758479852691
501,392.61775475316415,45.95461117336984
502,490.94166404701303,319.49678072044276
503,160.14324261808588,248.88567240884566
504,356.2969236690571,138.68268551841697
505,234.9357430878173,125.35047290510866
506,251.2874616235304,253.87782369265847
507,240.76060757611307,180.24653380084362
508,213.6009230320184,45.92177452439191
509,304.8521627944827,342.9791971683735
510,216.90498835889622,165.28076302272345
511,327.0456825779839,319.64573891859413
512,294.9761890550863,302.27479663725717
513,276.10519531335905,119.91923644137486
514,209.2436337958402,282.6551891490518
515,242.32286694316673,147.8845960109055
516,375.5391225825756,50.66395305568466
517,350.09171876243806,166.0321467182286
518,202.24447552014487,231.81100014210233
519,309.9332305429226,162.98106816029298
520,375.1387123371789,175.43613272599188
521,133.05947188786283,291.48528359428906
522,354.3360192379935,208.51951842320736
523,233.73762410541534,132.53613509720378
524,357.05986685931595,256.1624258933861
525,223.67408434574833,215.81404535633962
526,119.5117899335481,-1.72838411696344
527,137.24575621168373,234.2682331017159
528,304.8084946661382,231.34629661728812
529,325.97225017214816,201.6096903664688
530,209.56833748955916,271.33604648556604
531,363.8592458777374,146.20851325387983
532,133.847993773104,226.91998310567206
533,293.39202013526835,74.64325030661178
534,178.89838002375433,232.56723067190654
535,234.81638921978407,356.2447756431917
536,304.7398671316414,120.41149180259671
537,213.95866347160478,139.21582944097798
538,261.5444455770175,143.1987645686758
539,400.62928092144404,210.3998580641276
540,242.31081304768512,114.95709817170254
541,383.5692112065142,233.6997902952784
542,187.02931453423818,267.7471956375332
543,352.9804177915283,242.74777707630275
544,444.15686206579005,58.52676594895422
545,52.835549987271065,279.6134132126885
546,220.31047445295232,274.9893931402944
547,357.707212718054,266.41290978770434
548,279.6954613957007,229.827379892466
549,337.1145873371309,217.61514513641063
550,239.60148132841795,282.5911518501117
551,308.65897874729,353.8810790082764
552,284.432276460792,123.75676293081202
553,416.77820616598075,286.25003166358175
554,325.4420843301213,193.10263215940378
555,333.7602662075202,189.62615583771193
556,258.8123033877533,77.07754476943693
557,251.23937759275066,177.2168472387684
558,256.7441812180379,120.21880336252677
559,339.4452142378297,162.89164563952434
560,257.90155191797373,112.14508929774802
561,328.9774856896413,164.0873290149595
562,507.5400798645439,167.51117143812775
563,387.1124703431692,207.740393475104
564,267.39764678321586,70.82001101669351
565,420.1213922163945,84.35854818037413
566,259.19246269784486,228.95314165844212
567,96.1875464822146,136.20495063439208
568,199.1913689082596,285.9623832183945
569,112.92080789741442,218.02157776120373
570,264.8486515958691,248.54097201651257
571,301.84183791895515,312.8553856336716
572,467.6437312275283,175.2231350554742
573,332.6927373764163,154.04106356669794
574,278.08994711911356,269.73620684790507
575,382.9405581183489,240.76108511437488
576,78.8864690992115,185.01357521429594
577,323.5614558108566,311.3166373564754
578,377.0865193886967,183.02045521280556
579,152.14137542201584,202.62189100446253
580,414.3754043206929,201.69781206674068
581,333.8496407494414,125.23248840812231
582,258.47120860991987,206.20683115891129
583,363.2781866106285,311.7408141918793
584,527.0692857804396,235.59746523009406
585,318.1866255058495,202.4850741119145
586,324.8220586300336,187.0586175067465
587,254.0639100459756,226.4693622725081
588,215.01556305352082,259.9813302791348
589,383.03358165442455,248.73910647118024
590,214.39161740911328,173.45081105424168
591,307.15662372193924,225.98252752880916
592,252.23425532348833,238.3951792918623
593,347.8979825746392,119.42440099784173
594,333.3662105286948,213.45844329469554
595,403.7539944257899,27.095689095811053
596,248.9983601145253,238.6026967856948
597,273.01250647066286,252.82744436501451
598,202.12362842176927,259.80369006291676
599,255.57067399238883,168.3962518264346
600,337.7300493044852,224.72374680192277
601,375.6988616645352,313.91630764329335
602,207.78346758223745,313.1015718633007
603,386.960592010566,197.66618406187516
604,435.56378588049506,211.14557045836477
605,341.3434903223701,288.87289157875466
606,487.6795812558066,79.93583877902601
607,222.6210800896427,174.15394058583803
608,175.53452966885828,306.84563644294053
609,122.12797510957213,278.0160433347813
610,449.6044311489183,229.54110221199238
611,365.43656563540577,79.53340757355036
612,294.4415329089545,196.00718135670704
613,327.996862631982,152.80676830000536
614,187.45109527016234,226.48311222537708
615,544.5751979616826,135.25226521640957
616,312.92211819752276,117.94212840203141
617,310.9394794604893,34.81077778530869
618,372.57666238986917,297.7443747981361
619,348.10092317367133,168.0183590845554
620,322.38840242791315,212.57166269620276
621,220.95255445546883,199.8209506820655
622,347.14683571359956,114.60528536316005
623,488.2024496475034,99.27480708414453
624,434.5420046154978,119.57478992022116
625,459.3186626639397,142.14652489364858
626,248.8784323568815,229.3284997611044
627,201.03951797414192,136.3425869183511
628,287.4213079900352,339.7192505275697
629,305.57249122886947,282.17208287145206
630,409.41915184709484,264.66876397325666
631,130.75353702851805,190.427287802148
632,452.95503194606135,321.1424588576387
633,284.19921014210104,182.5595495103101
634,257.311893005258,197.4990868676603
635,198.78956247398327,213.59796317994156
636,134.51433281342307,256.14584324346754
637,382.31705839619144,250.95264632023884
638,307.3317967188404,161.98997772443175
639,171.0039100258946,157.36050244592371
640,170.4921227936384,251.19223657216676
641,266.42153007098716,257.2189267112986
642,466.90215252893927,168.53191001417017
643,274.0408648636395,73.02495442572368
644,149.6857046881894,183.41471231934042
645,275.42569359140555,249.8820639060687
646,272.72764302523296,344.43334771358246
647,30.31133570584285,104.16336301274704
648,294.57051334821875,165.87429977355413
649,276.9065469791322,168.84771507796987
650,369.6206364813418,308.4644271545201
651,484.8956094945345,197.2046799633094
652,412.65650295477576,127.41387525021875
653,273.11113094451696,244.69562263374553
654,189.34740912583297,167.6289183967243
655,557.335980324986,102.04901813136365
656,305.9218434014488,128.57813541790796
657,301.3929291912946,338.72335635380955
658,297.5874912889997,230.73673773195696
659,319.8084760767855,208.62080443620343
660,285.56395880760573,180.0085011350363
661,242.63379931197636,223.3719073695039
662,245.3141058759608,222.41887568019953
663,296.7246729784002,223.3735062565861
664,245.6575228866235,209.18760722222024
665,228.71542173228357,269.50386706444397
666,310.64302276918966,201.84834768005848
667,274.5022782579145,121.7648931557889
668,450.3992988582688,151.00616872793054
669,34.90301916069882,41.678504520823026
670,409.15068519224616,362.1453692833914
671,424.60851924976294,269.02036735621493
672,92.66097675918505,133.59436038966106
673,265.7312405919651,177.45241204823202
674,262.85591340042083,149.04988206348534
675,159.24883052821787,323.4037769099294
676,222.21833124091248,86.40982685832569
677,188.94241545341714,209.15808470550235
678,475.22704434236226,191.31777259481217
679,393.5678393147461,266.14709045672913
680,427.15550949941587,191.6792617820244
681,372.1672064043235,59.343289867565204
682,187.09482287827709,179.91057322860473
683,247.54797337202262,122.227022564534
684,348.9374561227918,206.36636372452486
685,177.78721911080547,314.73416292162614
686,371.2998430172388,60.84598046141775
687,275.9674601841865,135.98218116800768
688,262.5179192450403,155.78456369732024
689,371.0959968203491,169.4695123669431
690,344.426331148604,259.21005312841953
691,263.903383418092,186.116446595089
692,415.9329803364248,233.26421805763562
693,191.89366724001027,149.9381565014579
694,361.5935606944264,218.393947633435
695,359.3101257968384,262.2238104702172
696,269.045356068601,141.41603602103294
697,332.6133022242118,262.5086495845212
698,174.8886423614697,204.18982149820548
699,392.4027019206901,283.6368192385802
700,281.50978635570107,183.8864079938421
701,247.72769794809605,230.4995724129679
702,404.90092258368895,196.7515014657176
703,229.56563094572408,192.30301903675368
704,159.15387036364405,220.71443425805518
705,144.33708264760963,242.9445975379923
706,360.60099513456396,100.03480704607959
707,171.9570647503717,314.69068870543026
708,475.47941819843646,51.226956756016136
709,91.8070592116278,145.2150312208883
710,469.6456368290038,192.45847433880795
711,321.1017467202618,232.98847752687584
712,290.32868881296076,326.0938022193103
713,245.50809131910503,51.3366809419914
714,339.9136114352071,159.38446972882315
715,296.23652975751514,29.853320976058768
716,410.33018820165216,202.52975791281983
717,311.422764866204,221.73468676000246
718,315.0301761461878,327.2636593737002
719,263.63877877861444,209.65078087147634
720,294.30543762789324,283.52201035539036
721,330.7801768892059,246.70696652312472
722,128.98316073433745,165.18014423958653
723,165.1814577894287,87.28314025663686
724,374.3264094022715,222.00018386334486
725,317.08654381279416,80.6318386283709
726,281.60166636473207,303.6165658135715
727,301.8433933065393,187.03503183705408
728,334.7581705361671,295.6141929209133
729,246.02403196906386,161.58284526940804
730,222.16952745976874,221.50806291207937
731,319.5845255097681,216.7479085867751
732,202.1627222384968,196.39647055912607
733,340.8252755714472,165.38723892827264
734,129.74163957621596,231.3964814776416
735,402.91556373256435,125.90693892134334
736,347.2597482413043,103.24517368327531
737,325.60297343138757,299.4261514661462
738,398.2690983945514,258.17343911136805
739,466.54744444625766,205.2713286881792
740,401.437006501813,333.21139060350254
741,115.91257686683548,178.57875850201242
742,172.04230332642985,305.81625759911833
743,237.51814223043212,214.04592679406574
744,302.6091050210834,118.01993999388878
745,351.7659020469123,347.843215341668
746,227.42561868465344,279.2568677299268
747,318.67667644770785,190.31831751923485
748,224.46170676466775,258.17370076271595
749,238.84821970080517,167.70372528016745
750,159.33389031517777,266.33192280476334
751,207.6766753889096,8.713714777283258
752,164.83153943836663,118.4158933044325
753,202.4126747022667,278.340779542957
754,405.364179660784,180.02755694248646
755,205.0601111168057,216.60338359109934
756,563.2382064837391,92.25714703076522
757,349.33179008808895,347.8293596561682
758,318.4836123694874,295.2423714974141
759,214.16422198187865,183.9451825299736
760,370.03098794089914,167.62433145093388
761,242.4362173762226,282.36834891357546
762,312.20098146453614,358.5976360135142
763,556.0084538268795,276.30082046490827
764,290.394010027535,373.7442133917282
765,414.92733262856757,126.21189367504657
766,229.68235748741125,134.44905356009673
767,296.50115095030384,104.88471055573211
768,477.080063563551,235.34085197195836
769,237.30329422122327,214.0482839843496
770,481.2448557996929,187.84391012224114
771,370.77519354554755,264.74069024986386
772,243.75332241057322,298.58628841717314
773,363.2407739055521,77.94700725705263
774,397.255444962673,152.24223776791075
775,362.1809962217196,265.6114875298448
776,142.97752801095436,162.58090529131343
777,227.28628241751312,136.14351389134768
778,275.24813644484954,281.4829942120316
