Sample_ID,CO2_Concentration_ppm,Capture_Efficiency_percent,Temperature_C,Pressure_bar,Flow_Rate_L_per_min,pH_Level,Humidity_percent,Energy_Input_kWh
30,332.5152889039984,54.95711536104206,38.55613272753138,1.653050753100251,9.662758359278998,5.70044307717543,57.29523549169785,2.387397546571341
31,725.2813963310068,80.53375483364344,50.14391167061214,1.4093327432834775,9.615923636744837,7.526560759700053,79.67725738621212,4.658515175310352
32,419.36688658110404,67.44729765683809,40.320776267421856,1.5510393315384416,2.594488791382954,5.361814667961402,58.258584354963745,1.4117026153747778
33,345.53611508969567,88.65678418532748,65.42071206484161,1.6406083948146564,2.305979354127684,8.88541070034422,30.09346725647813,2.3600490391969493
34,964.2198760773333,61.450831992442815,52.63362178955846,1.1037012838657123,4.7897662090475785,7.529589057648548,76.65399517952096,3.7953898581832437
35,975.9424231521915,81.32088964010804,72.61086644924671,1.7714951130979817,1.447464632391722,8.943582083687023,41.74472030640947,3.6734150840085253
36,865.8781436815228,61.54844419421836,52.612634878966524,1.9403894467607279,6.894131790566261,6.355573693914544,64.42645265344783,4.845166675132744
37,513.2296384213595,84.96935387249553,34.2957448003958,1.3582871782159232,1.6974641949556797,8.884820644761591,55.754007747772135,1.3590558350585347
38,368.3704798044687,92.81022369347669,71.06551293392867,1.641280619731853,1.5222666438485266,5.582248990914494,46.27168784204431,0.5743382521998284
39,778.9631185585099,56.21328815721124,53.43314269580264,1.684431086948425,5.3666824258796435,5.162779089388113,44.13197618381943,1.9504546744424125
40,608.1067456177209,92.46318874117966,32.41046228861367,1.5946970570257764,9.620079724990914,5.13193624181841,76.43799312535523,1.1736167561722222
41,385.42676439134516,79.0851874663006,57.410468597373324,1.4565381299943625,4.841163424568436,6.859481482396909,75.59629479599187,2.968110735725778
42,646.6238370778891,56.228414052484176,41.46300589654565,1.8579775454897727,4.20833042794496,5.332016789914379,55.65674200268896,4.544505748626051
43,324.0719647806529,70.94955091262588,70.66433673752394,1.3387120511226733,9.981610439520573,7.0486715366704065,42.92475977675696,3.5970207483764427
44,936.5242814551474,57.8821543807698,47.19798431879257,0.8733235477839243,5.787720647012651,6.310002014035602,35.11710160859989,1.111094853575562
45,481.14598712001185,84.31704655446191,63.586481486445,1.8134676508545924,4.377172662012237,6.342515969896462,37.82881914295428,1.0224051097796933
46,763.7655990477874,87.18453858647953,25.73217245817423,1.608777526779861,4.472747320074417,7.54243598618068,56.112586287030226,4.601524159739422
47,518.1977532625876,55.18402949336715,43.76146077814077,1.819110351799576,2.7546354643015944,5.652392024606481,45.39149802895046,2.6942429745158014
48,664.0476148244676,74.80085278203757,78.99448618834393,0.9662569309336332,5.61000751702785,8.066213481358924,32.103407112997836,4.656528463951838
49,682.6971955402958,89.91662774526995,68.5076173686289,0.8369035286116596,4.949695253512052,7.3281236791145385,52.758369265555004,3.812979719943574
50,429.3981188678689,95.87198903599884,29.596448142015717,1.9212494484590017,3.4371576671267206,8.659778515390045,67.30946462321569,4.970068072859304
51,978.709239435191,75.16237547034673,36.6658429686353,0.9772739670206891,2.444860779415838,6.459362615070093,74.58475579799938,4.42052484197438
52,842.5929763527802,96.56368195695894,39.78894853138166,1.7715827984845423,3.8011498180079832,8.930859968268502,59.264202284154464,2.3639548651781235
53,957.6492590949324,76.24875955234546,59.02193362972674,1.787851930616763,5.578149949189563,7.303310586856092,66.1646061921223,3.912025223982157
54,926.3791452993541,69.31533423539548,65.41968556937934,1.6504462406588036,1.524999450563215,8.893607824750134,48.20352354324662,2.6205267529397522
55,718.5299851677596,91.56195329909187,64.97159652847458,0.9575146533114451,2.383696257255604,5.108242616188461,54.81190896084698,1.5488253189460157
56,945.3119645161818,74.15615281244636,50.59244337838417,1.600878349472969,9.528915402721859,7.911905289649551,66.48134282550146,1.5846316644036178
57,361.94475143634367,73.12322301766163,68.64923227028908,1.8669038999922387,5.88569815928205,8.266486097170946,66.38291136861471,2.2879496500781613
58,437.18800369340164,74.02531198108159,46.2246849654485,1.31063797376106,1.5710437329403408,5.21269314670595,51.226313228475206,1.0015980170547891
59,331.65910223737666,91.49246509161753,27.432833917733713,1.2962202252543187,7.237789828926156,7.315878656064983,57.18336707791614,1.2999482819988974
60,527.731231534285,90.76513554271455,53.866510499228795,1.3314299714953028,1.5562258307113126,8.207769174357793,76.19276697754847,2.7527390767404456
61,572.0741027826374,69.77247962957034,77.13808307606641,0.8987262688114478,7.6498680434173565,7.2441549008922905,61.59988024716168,4.792651148128127
62,489.94432224172715,66.33169313365573,67.57961908355068,1.870430682835968,7.749664495480242,5.2552543616218665,62.12873128432948,3.099588539077513
63,880.1162564063505,74.10447317791733,54.72203886153454,1.8430194367766124,6.859710781743274,7.773788963593246,69.231014619268,2.3382353713461006
64,549.7273286855125,78.06585297711834,58.808339620945816,1.9974911861483435,7.5898409015741475,5.242387658693234,35.761144815798644,1.5921514394118579
65,496.65415678116653,61.67852332077185,75.83372162213436,1.5022197697980961,1.7916920291175198,8.269875580065754,56.144214582436376,1.3815558711789828
66,679.887258210774,88.90379915106394,45.700567666097626,1.701429963741663,7.541024971197409,5.172136733226777,77.9715868135491,3.46283163220503
67,398.64695748233385,73.83765552088872,39.88364833655824,1.0432062875687658,2.2301948775149465,5.549589524041483,48.083019608804946,4.317463928397464
68,861.5378865278278,66.36823187257802,78.63449390002694,1.6010345818690035,4.055553165446595,6.100430362093074,44.74630732110455,2.294851668976236
69,352.1854505758396,55.23422865523554,71.80658801062,1.579679418508869,9.484707281505695,7.5334591690432,60.060398280237884,2.9779657086797724
70,990.8208556203621,61.70341285977674,39.38261507711614,1.881450483009935,5.525879298932261,8.905436398525223,41.05597122826517,3.6802704256206753
71,840.5713385076602,96.5147774160432,47.82683584165537,1.796951267406889,9.706837888747124,5.471291410479738,57.797257826182445,0.7623300877500911
72,439.1009770739207,64.9498846541568,44.90468774046794,1.9261597551413157,1.800302129980638,5.570830676855674,37.78260054288203,2.0790367134628256
73,303.8654819865217,58.274105178984726,28.945740720286036,1.842600167241929,5.298009396068621,6.475481586803921,58.989673034895276,3.78388800392949
74,870.8229999183839,72.57296679109467,77.46915942879554,1.8424326738786223,1.5616208824918358,8.344876551021281,60.11895918225888,3.5807856193367233
75,794.800140693332,65.04729942465218,44.25874587318553,0.876467992026462,6.671892361593563,6.868923811003256,50.92002395061314,0.7400647598724112
76,810.3050176286911,51.72280326328851,72.51974495827449,1.8151543432351471,1.7083630123166476,6.286442401023287,49.137321271934425,1.5701832426803224
77,839.889242680162,65.83411564669144,31.361373660839902,1.5289740734037418,2.578310222863396,7.244815328835445,42.27291392002247,3.5598074650025056
78,351.83125621386324,76.66132257303396,52.87224863823319,1.2565333421191536,3.3294727906235244,6.042092789783,46.54611539167972,1.7213721906015704
79,550.9260099809908,77.03390622897838,21.437683107456188,0.8678175492656748,7.738694664980349,6.604639628990084,54.917298359568164,4.164846322718244
80,381.1083416675908,67.47138713766755,65.85322903053851,1.613208529721656,2.4756590693626728,6.3304205969281675,42.38294505145505,0.6327718663962171
81,904.1723981129155,71.91783505637743,54.854833894776704,1.193842100645141,8.61968847963761,8.216564089658583,69.14172316859313,1.3565616318205027
82,736.3086887792906,97.31037799350355,57.53537500818516,1.3613315179832417,2.187135449477208,8.697022905752004,65.45176206628858,1.7659084102275118
83,531.6286173968545,68.49007538428526,23.103252953279206,1.6180741244661612,1.317200041631407,8.038288768627648,43.46529335729977,4.663804256645397
84,344.49084520021654,62.653113849739164,32.66229981251692,1.8941294564289715,4.555408770727011,6.7563343041199335,34.8717581550774,4.083435303667995
85,517.6876252009636,61.929885159271244,24.45985234121481,1.7905242987259982,9.814974777741655,7.017339909986655,30.00900194919814,4.478652889381929
86,527.628325418723,72.43046602250257,37.33485894822871,1.3407165549243198,1.9930800500989951,5.500294775717743,59.835942619074444,2.4821561622977937
87,810.7243248366449,87.21648728713026,57.64634046092906,1.2653397889356548,1.9154659963566614,7.987458844538152,40.56818732268244,4.201529410743889
88,746.2902299486492,60.09342102523519,53.97115905904251,1.087735686612857,7.760498597160615,7.385902717580176,30.629123505076954,4.340721073310369
89,921.0489198034286,84.75551022989764,56.72898929680342,1.246912101411162,3.809455245942088,8.609759984549745,47.954263529601135,2.2998057074374985
90,630.5504476133644,51.036341344121396,52.95507628267366,0.933255664750278,7.455534555031452,5.802444574300613,78.09992311587166,4.975078314849137
91,383.7159721568112,70.52771592121336,36.38172774055156,1.9653266100377054,2.80009530499027,8.038904487730449,64.49714038149087,4.330573831471412
92,799.2713510560965,88.01738819493656,34.67044984066551,1.4887009327514948,5.140647947783466,7.738686646876759,72.88818514612291,4.883436359351549
93,832.5495340318282,66.59791483294714,28.223581012194877,0.9533670113542555,3.387608899740261,6.063382135239008,37.236954913036506,4.399236988903245
94,692.8940382986474,77.62311797082458,70.94425249420952,1.223367211119087,5.063753933911782,7.6695145581633,33.66440773097182,3.992916381150236
95,839.6770259681927,60.04398240846963,56.98876151247467,1.456446972344787,7.921873833267734,8.697493522306598,30.576488175486123,4.747297430590456
96,645.6569174550735,86.35777416518243,31.190660750243588,1.4394627639690436,7.858089464298955,8.673743950668475,77.78311450097436,2.3891866006306555
97,665.9129805673958,52.56167606016922,30.63256278927437,0.8426040424623589,5.641950589063512,7.878506298064565,45.01013676767742,4.025000450735881
98,599.2787128509847,91.77458959889952,72.3821360915682,1.9410092410749336,9.35534659348946,5.19229245013624,52.9752471170429,1.458010426622493
99,317.79338872086663,59.71162293466174,64.56385182579916,1.1304508177699335,3.374056922034466,8.489057349280646,49.72618118008873,3.7975723462448463
100,375.5239988953131,92.8455035537082,59.56394479432228,0.8194216027182695,3.1628021600730976,7.63111442801816,66.52284676964297,4.034089773735768
101,322.000429980714,67.27393282372535,44.41184645235799,0.891732810740339,6.524257610578903,6.241737012730938,45.498244097637155,3.724359844476154
102,745.4872878846463,85.41149514924984,35.71853385671105,1.4962338838975724,6.591673307951101,5.749001446822797,56.772644130702574,4.324158794107228
103,520.0491867534287,65.64203959152323,78.76704578676942,0.9653426248101162,1.418860356084766,5.464815451989269,79.77911324777338,2.3600095108232253
104,655.999483815292,94.38967189049774,67.83437450136802,0.8500697514242039,6.469999411482078,5.200947597031044,52.20317756721181,2.9514565943397115
105,935.2965317482651,56.205219150400346,38.106753388176585,1.2555517596952537,4.369925416141129,8.016412991803026,57.56357703498778,0.5480033481287194
106,474.5045604042125,58.74746967435733,70.85388777670968,1.5473134308082264,7.726982727885032,5.943371995773101,55.12640311554189,1.157239233527108
107,587.2680461249408,74.15847613278132,65.5359169168809,0.9342077658099349,8.272950980907456,5.09701174417302,70.15930790680162,3.3988726653251975
108,828.885796980134,54.01498351286916,37.8248329926799,1.1759933985815787,5.96938437592333,6.589082607367957,43.34198270167875,3.0304273984027024
109,460.1587158441357,59.60302905038633,45.59317125449838,1.3013128059494505,1.0153452835203858,6.930428322369355,38.52190080713985,1.387996310936318
110,353.8859368801551,96.2445527283887,31.1572067234616,0.9913521173441207,6.727292291499778,5.676920923600507,67.7046579132431,1.595591573721267
111,502.8260170396376,97.84799339624647,26.66314666268656,1.4072886781600522,7.739931516993408,5.1761933446501995,50.78090931843271,2.0483699086555616
112,412.8549010778031,68.43670713719068,63.365721970381806,0.9022569042821251,3.240849396083628,5.7565019323922755,75.68630044883436,3.7238662082457914
113,950.7883566398011,95.24101502968284,36.050711441231996,0.8558221956140825,5.181814010267099,7.7164110473462975,62.20796428966988,3.2437247119848545
114,865.6842656950919,76.69640910799815,69.20356194477522,1.4238024405861618,9.691539610706094,5.328974709004825,58.21715558558713,0.8130706887888042
115,743.3826295572965,63.21738082781459,79.73652269086557,1.0974763673010508,3.683039980546931,7.220148122227975,33.52285274129386,3.919726170555623
116,910.0224131314023,84.41753733294934,24.597188835778923,0.9144485694776331,3.008379259375667,5.585647951632667,66.52059525688989,1.681968033599133
117,862.5704538293801,82.286188522168,48.38210750502202,1.3086951049851587,2.897693114302091,5.7827566943216775,64.30201827564791,3.522918552819891
118,430.5990412202251,98.46714063632794,68.12375355864819,1.8981688874208738,6.029207509185967,6.572311533066795,62.003596224357736,1.0551328009769771
119,924.7912989429844,62.98731708305488,67.33705379247401,1.669030935984986,9.548083911772059,5.403301344214926,43.39547617853452,4.9906457452362565
120,677.5395693409555,82.93091563042503,65.59982949985812,1.778739098416433,6.478211162803192,5.692814011128851,77.33696608372222,0.8615082680947135
121,865.2081086148438,52.5491639964429,40.939696118114654,1.8462967865103637,3.7299080821389397,6.395809645805416,46.082756351641,3.837803127804478
122,927.2639099464452,55.56865589613925,47.23119534110314,1.9671532896757027,6.747128002607087,6.3186760219934675,37.61154783769671,2.935986616638929
123,522.6024324803047,50.19200037260357,55.698101440488216,1.7158958882170077,6.623580678380087,7.9970859427029275,79.3600577467507,0.8867263607786223
124,377.0363471693737,98.97357337192398,78.43643501439543,1.5300895063273756,6.372326221566888,5.299129220505698,67.3123139561884,0.6206470589783998
125,459.5546137793592,89.31141116022641,39.65283625630957,1.2385110563626966,2.434835861994718,8.441802942665374,50.73934411630907,2.131995728825054
126,598.9754520383794,88.54942772194349,75.38863326301146,1.0179718838692593,6.711101194104947,8.26492868295782,76.79582154443534,4.110007694032148
127,872.6103361457452,74.9765776891208,36.16141509082965,1.6239918487799532,4.871480072630497,8.063966558767753,34.55586871830987,0.6851805812662662
128,902.5114082794404,64.70328706236656,79.34446792842228,1.9939399833463303,1.1673285276073004,6.23748944985253,34.38306082132789,3.6697939849762435
129,304.8664913718335,57.41194993867112,60.2158212096555,1.360830421542703,5.857880384327457,8.291527142163151,64.12255093142927,3.449193243189074
130,657.523111804296,63.94906220347672,47.810688821513054,1.6684152417113691,9.903400706965758,5.731208321157123,38.898602418942176,1.6949195454774524
131,592.1877022041454,68.42258987452782,56.80342568381629,1.3941109399917875,4.147656317595851,5.4976368234201125,75.85697575966421,0.8487141608070062
132,455.47546732951116,87.05919475203441,36.35187014241241,1.318320108036172,9.690032964867925,5.179825333957949,72.01795871494355,4.618948822493279
133,383.90575713357794,76.44342765625447,36.450431450688,1.2923667362718982,1.865851674963351,8.757241452022303,45.31836120505932,1.8515741123152578
134,536.3306199825396,53.796697701218655,26.81327263060963,1.405549619518037,7.592051042805756,6.232043590821094,74.4419791134685,1.0012245430404252
135,960.0367927387634,50.8834214389867,26.843017862323926,1.24027479423845,2.028969951965518,8.670471520711624,32.144384350366416,3.5668268526241222
136,526.2420524145286,55.014276797169096,40.86030448813468,1.6985279861861695,3.4621441619974673,6.090454246077319,57.43189263687469,1.4750655295623258
137,663.1534352203562,70.11443697117159,65.7713286737823,1.84912643190982,6.13756751789912,8.630263837345398,76.77813868544166,2.6403384000318346
138,792.1132712266244,95.7264529354019,56.47827005588975,1.859462367974221,6.33501724579074,8.615716211384353,72.76914894678491,0.7268249490621488
139,554.5407216655058,81.23272157925186,26.15507361986125,1.0732384561109911,7.976901855107541,8.694704180042852,47.80366619004975,4.968427770086472
140,980.2474579046725,89.28946909390024,71.13419149855466,1.875090966477789,6.537802665046954,6.984613757136775,39.14352176173175,2.5142950704897156
141,973.7131064594779,72.85235513072288,56.08205761940398,1.209861478226126,6.342532339425047,8.463785147195567,40.527029420187226,4.995994915892904
142,476.2476070777549,67.7216380765571,77.65133460708678,1.1711691985823571,9.211177782902245,8.803063584669282,55.72539390392026,2.2355369462032986
143,648.0739541246699,55.31161826311451,60.21112804467245,1.672107268877883,5.069446769882415,6.298467767588718,59.8386471918237,2.0653365017399876
144,510.61481687173875,92.92071808712404,30.51049182225086,1.1656356081035473,3.0273920082554953,6.67549762273022,31.640715831181822,4.615575477201831
145,499.38834606422733,88.37484142236724,48.427001738469336,0.8635596867316522,2.456097265212672,7.876960749342976,50.677577961744404,1.9825963423001967
146,325.820863148173,58.23778678228853,58.90985585283225,1.2483413267723695,4.599951371285498,6.201439286893203,71.51935578219522,2.4440249629232182
147,726.6950337859278,75.10076762993677,21.695882062998663,1.6657587204300186,7.414774796743262,8.015237235650636,52.21644751178985,0.8514969652137088
148,651.875316260203,73.881365588141,20.894615849288474,1.1923501043242117,1.382891364369108,5.295568580854136,38.458769547470524,4.7995807461596405
149,336.03512587499256,80.6294860816399,27.764180035914073,1.5554708671941757,2.161480478584655,7.093993537154169,77.74301465095485,0.8831805838290598
150,495.052524965628,96.3631578055718,35.09986610272824,1.5921433331157564,1.9550211409327547,5.489253936334981,43.313776996323334,3.9703322009089588
151,935.7861201766576,78.4088006463615,45.77294741124054,1.6804832140716273,6.267251377463129,6.173293905746705,69.92141328170302,2.923769272150296
152,467.69332346688066,76.4706460721523,49.246428425587304,1.8765565595731237,3.1857818547813963,6.034501569945888,39.68970831694674,0.7763231482139062
153,401.4264104638562,52.465823713798535,28.281656536273807,1.3190773991221176,2.4963348547125683,8.355728294250664,51.158636461079496,0.5076672261847528
154,642.6169321942941,53.08246632488317,60.403494746949846,0.9997184919949486,6.334936477687201,5.77406902162479,54.52112698874059,4.709991373372082
155,989.9553178774205,59.17999277501266,55.768283701792086,1.1827108585182673,7.8517892390714135,8.233791680636475,55.03176479741222,3.8397803190599475
156,469.43869005805027,51.591067812895666,37.66784593046961,1.318600706208783,3.9893942480739795,8.175841383631688,55.82369340503524,3.588963095927367
157,770.494883184115,86.4242918829306,20.819593006117522,1.6566697631937357,6.203841451089366,6.99553222222892,41.24737703448807,2.473504387696499
158,833.1337307301023,85.44318489570419,24.658874921197445,0.8157465506739603,1.8831197187951418,5.9353730223845185,55.79577609804176,1.5737620401993984
159,466.3462807946797,56.6667554871505,43.50168653065036,1.1789424601278546,9.41671927411813,5.907585359824891,54.08563769388771,3.5593838362875827
160,809.7514440283016,90.96786613896876,29.238461069941035,1.7358110972231802,4.032065667832955,6.859698588463392,40.435974856313166,3.2373548087769466
161,557.4481929034773,57.58451570745949,42.60917636887825,1.6050292439968343,9.977551238561512,5.035236029574065,79.40957797518554,3.768539876817514
162,742.6140814155056,64.75760376287059,57.69095627062131,1.678087968302726,9.80728980264804,7.125403018445464,73.2781696393275,2.1460663332511793
163,743.4707975326263,62.19986805890689,52.834245672757014,1.7741729233270336,8.009411044022304,8.811118103068221,74.37881755112414,4.941156922309356
164,675.0422788523309,68.24304783007935,33.87055298824365,1.7398828626535547,1.1806038586627006,5.618827527450386,64.27855251914474,0.8015389494283978
165,363.2028390380858,62.47852452860813,40.629349475525146,1.6186197993833336,5.8912742834592695,7.293382485902414,37.99485153458782,0.8586572766629632
166,884.7117469124665,73.95859539548415,56.84187190691904,1.3275938388447086,1.7815277839601036,8.847114754577827,58.404603194987445,4.625941314112768
167,524.5460454802151,69.96298618637958,71.65130168260691,1.9803179946537848,9.056242233653645,8.4420885579664,71.0719815813693,3.414678957135696
168,430.562957279898,98.341905048187,65.19280632433264,1.4828878347080885,8.106726273826627,8.401520465525362,31.936824434433127,1.96850330681947
169,328.5425990883347,52.74039115628306,53.204001610004894,1.043323051242607,9.751063389361146,8.287399721584755,54.792155164380986,3.928787409652818
170,713.6250602317693,56.96688744298023,41.73757989898917,1.1513754261257412,6.4754465783481585,6.236094424224742,49.806143999745906,2.5374802453386796
171,774.2950532895977,52.58846880152152,41.903076652508325,1.632274947164564,5.699555240359042,8.56246732506725,40.60623648296518,0.5950467896347945
172,311.6114802494993,80.6662185541364,72.76503861586377,1.9096874782393563,5.670764703499488,8.765361404932683,48.91250018826588,3.429966512389808
173,658.4651408094967,52.670954593272256,22.354614562432783,1.014464155047077,4.4780353700891045,6.9831696931961575,79.17487554347264,1.594003716911853
174,458.5470426385566,90.98554713143005,79.27895866521565,0.8988157948949437,5.218210605062269,6.418284189037835,66.16216631808888,1.019008024745305
175,751.6209532866148,75.08499290341446,59.862524651093736,1.8578372576504074,6.718713248218153,6.6569160624234245,44.97685400074707,1.5137293212473188
176,422.056500303494,75.82337360449515,60.86826194434343,1.8983335746954013,9.396528468006494,6.336825767325062,60.26775257404148,2.642710465081618
177,783.6564166717262,77.51813087789752,22.27987023828453,1.1316552143790795,6.362959044304279,5.84967376809816,42.33281201428399,0.7243539407745812
178,570.7147424103762,58.36987160900433,56.331756493476334,1.2527428692454878,8.714043480856304,7.473793881011558,60.54219545121369,4.474185740507965
179,955.7109921157141,59.68682485260989,49.08668360542682,1.5922255969974302,8.765019201722506,7.250387544981292,74.80833447424658,3.0196310745621284
180,396.26466090219526,65.62204882077722,26.346734413644022,1.1959160250109697,5.6694940826343325,6.850340284157102,57.84383999712762,1.8184828105193707
181,538.7464457351809,79.08132437527073,36.675320646161545,1.8525904499240635,4.127226773478594,5.383381546739328,66.66699877263414,3.5915218163990734
182,379.4314648684124,60.29577102107051,73.41886737281908,0.9290944432566353,6.756164859988729,8.187571858823999,52.66694993581484,4.119064236409736
183,947.285532794994,55.7002546295298,52.99930495195718,0.8455786651522343,5.012896077233584,5.699734251003157,56.206195883199825,3.262660825925661
184,914.1375473666867,97.53572743450317,44.804994510434526,1.0501834480913474,1.732967805897396,5.458248173584193,64.75375393774394,1.4112260685973559
185,480.55913940060896,51.077108925671524,24.360929350448657,1.143305333845963,4.400281903891903,7.49228558193179,70.62025025256986,0.9962978906589965
186,761.9888322239253,89.33217286146507,62.84729164413834,0.9355119095466501,9.946649242443925,6.594577444950893,62.972569326272485,4.36954863665024
187,872.0555401408511,88.61372232917608,62.171049403761955,0.8788285152087761,1.4366068302365849,5.239233901409317,78.87459969450465,1.5560933609828322
188,688.6405681196236,64.5634915784097,56.84261641835381,1.7067292562021579,7.27000220710834,6.422273419844233,70.99112938991414,0.5903709380487396
189,670.7554048492045,56.64570418435836,50.61575877323895,0.9971318790827088,8.570698345641224,8.08712140913985,68.85801023039376,3.3930594866941344
190,469.2966036303162,57.135803688565744,46.02706413244236,1.8967066388795648,6.838533131278409,7.46099682086839,72.25507894905127,1.1879839843894082
191,365.1719374641294,84.17414924462244,55.59626557927954,1.2415995937377153,6.12773408046961,6.451144091947987,44.06054677121745,4.959364188940588
192,928.0510305673288,81.49752296322251,34.003727103704406,1.6047269716656145,7.367989752808818,5.767219166538352,51.60235769741904,4.413788742827354
193,930.2926400143314,88.35453803831794,76.47554385065887,1.0704825377225604,4.864084635696901,7.527182483219093,58.22314591972953,3.23800576700548
194,743.1710200912876,95.93657744755612,55.32767175081377,1.0883873221902403,1.8222556357798907,8.550221203785421,53.11931592213428,4.252395391738446
195,537.3208537340904,83.90444080006301,38.671546661262596,1.4896510434410906,9.661345788730436,7.585090872063655,72.372890911204,2.617410653459133
196,544.4467022288626,57.63672529102073,46.980791053109435,1.4727715101751833,4.890706929857765,8.251615418600897,31.353425883961602,4.048188100080958
197,808.1689752091676,61.928688221505126,68.34108733261354,1.7224750736144976,6.988503134512158,7.0861113542174845,40.45877086164104,3.40940098578718
198,927.977181966804,91.26749281278262,29.696963643817845,1.7093759668331192,5.781793932003657,7.871884426964115,74.08532705009274,0.6289009158634518
199,920.9604969855822,60.25599771587622,37.57013734761563,1.6048253175963934,1.492057647797991,8.58490709511341,32.95500688384836,4.769409503987791
200,845.9128821003367,53.55359353076959,60.77048136419332,1.3389566790721892,9.574719408932847,8.09271591303462,41.349415180439905,4.374138101885092
201,749.4221523080014,84.46072264807027,38.92935238893344,1.8687684635367405,8.13283503502891,8.639415813592583,47.56251651882431,4.790333257669499
202,358.8979754965342,69.72379141901696,67.55010091168796,1.5470941882655587,2.341881050224554,6.724558408464239,67.53702804058454,3.7911467055236705
203,413.14009986622966,95.08196257474927,27.82720923064165,1.9882381885548286,9.834839886594402,8.616881020508227,58.00903480834242,2.3542741474772995
204,928.9879319689554,81.86249848358942,65.76117022727651,1.7832437815212303,7.6321123495453715,7.48626893792683,77.73023513901654,1.43143350478827
